Geneid	A8_sensitive_sorted.bam	A9_sensitive_sorted.bam	A10_sensitive_sorted.bam	A11_sensitive_sorted.bam	A12_resistant_sorted.bam	A13_resistant_sorted.bam	A14_resistant_sorted.bam	A15_resistant_sorted.bam
transcript:EMLSAT00000007940	68336	72823	48507	41553	53914	53346	45648	52216
transcript:EMLSAT00000007941	9709	7466	9655	7869	12305	7769	6870	7818
transcript:EMLSAT00000007942	6972	4580	7566	6726	8922	7291	6846	7051
transcript:EMLSAT00000007943	99	78	91	59	67	50	64	39
transcript:EMLSAT00000007944	132	150	220	130	231	201	162	186
transcript:EMLSAT00000007945	88	64	229	96	217	179	129	126
transcript:EMLSAT00000007927	517	508	546	496	447	423	389	364
transcript:EMLSAT00000008065	8	6	9	20	16	22	13	25
transcript:EMLSAT00000008061	14392	9278	16152	10618	16576	9046	9883	9256
transcript:EMLSAT00000008062	2507	2089	2664	2651	2750	2533	2278	2553
transcript:EMLSAT00000008063	1019	850	1126	1027	1211	1382	1097	1033
transcript:EMLSAT00000008064	503	420	480	407	541	477	456	435
transcript:EMLSAT00000008066	7312	6330	6206	5000	7607	5595	4989	5613
transcript:EMLSAT00000008067	878	701	1027	1068	921	932	981	1030
transcript:EMLSAT00000008068	1895	1587	2074	1808	2145	1828	1628	1862
transcript:EMLSAT00000008069	2372	1810	2750	2063	2956	2445	2074	2399
transcript:EMLSAT00000008070	1107	837	1323	1028	1295	1006	962	1087
transcript:EMLSAT00000008076	203	198	323	278	317	299	266	257
transcript:EMLSAT00000008077	129	71	103	139	136	91	104	115
transcript:EMLSAT00000008071	2367	2248	2909	2391	3272	2744	2739	2788
transcript:EMLSAT00000008072	2843	3399	1931	1513	2412	1787	1580	1746
transcript:EMLSAT00000008073	2047	1871	1737	1515	2031	1897	1389	1643
transcript:EMLSAT00000008074	305	201	466	460	482	405	511	520
transcript:EMLSAT00000008075	271	143	683	683	782	558	638	676
transcript:EMLSAT00000008058	3174	3657	3677	3517	2268	4654	4303	3430
transcript:EMLSAT00000008059	4	4	14	6	10	6	2	8
transcript:EMLSAT00000008060	643	665	737	661	688	584	690	565
transcript:EMLSAT00000007956	15632	15029	14620	11885	15039	13480	11821	11473
transcript:EMLSAT00000007963	707	385	613	589	1633	527	735	508
transcript:EMLSAT00000007957	1	0	0	0	1	4	4	0
transcript:EMLSAT00000007958	2025	1142	2968	2650	3241	2999	2555	2630
transcript:EMLSAT00000007959	88	71	61	70	33	69	57	65
transcript:EMLSAT00000007960	219	118	181	247	177	347	259	250
transcript:EMLSAT00000007961	329	247	231	149	234	294	154	111
transcript:EMLSAT00000007962	45	50	16	24	28	24	13	13
transcript:EMLSAT00000007964	1648	1199	1566	2048	1313	1735	1348	1591
transcript:EMLSAT00000007965	2970	1681	2186	1681	1739	1610	2396	2048
transcript:EMLSAT00000007966	202	157	212	249	204	207	251	215
transcript:EMLSAT00000007967	154	137	136	175	167	192	185	193
transcript:EMLSAT00000007968	352	190	483	479	523	363	280	305
transcript:EMLSAT00000007969	5946	4405	6972	6953	6616	6766	5890	5618
transcript:EMLSAT00000007955	75	27	81	74	58	98	74	54
transcript:EMLSAT00000007974	140	76	174	222	184	176	180	313
transcript:EMLSAT00000007976	0	0	0	0	0	0	0	0
transcript:EMLSAT00000007975	0	0	0	0	0	0	0	0
transcript:EMLSAT00000007970	394	220	271	414	385	415	355	364
transcript:EMLSAT00000007971	2	8	1	8	1	5	3	0
transcript:EMLSAT00000007972	0	7	0	1	0	4	1	0
transcript:EMLSAT00000007973	5	4	15	16	2	10	11	2
transcript:EMLSAT00000007980	0	0	2	0	0	0	0	1
transcript:EMLSAT00000007978	1201	791	1613	1553	1659	2289	993	1068
transcript:EMLSAT00000007979	853	393	773	607	697	657	515	502
transcript:EMLSAT00000007977	643	412	524	795	1670	619	648	522
transcript:EMLSAT00000007981	9	15	16	14	14	277	23	21
transcript:EMLSAT00000007982	16	15	16	11	20	8	13	11
transcript:EMLSAT00000007983	1084	993	1217	1267	1162	1142	877	1156
transcript:EMLSAT00000007984	196	160	259	319	248	274	222	275
transcript:EMLSAT00000007985	1184	616	1581	1453	1685	1606	1464	1322
transcript:EMLSAT00000007992	1460	1391	1628	1526	2135	2060	1546	2012
transcript:EMLSAT00000007993	115	68	225	175	248	312	216	352
transcript:EMLSAT00000007987	2240	2110	1284	1278	1449	1453	1330	1486
transcript:EMLSAT00000007988	1240	667	2144	1871	2224	1703	1765	1926
transcript:EMLSAT00000007989	7868	6768	7201	5253	7363	5588	4551	5852
transcript:EMLSAT00000007990	593	273	833	665	937	841	600	761
transcript:EMLSAT00000007991	55	14	165	119	171	231	120	123
transcript:ENSRNA022738029-T1	0	0	0	0	0	0	0	0
transcript:EMLSAT00000007986	3607	2616	469	2011	2678	1162	1867	4382
transcript:EMLSAT00000007995	2596	2017	2125	1272	2616	1528	1030	1593
transcript:EMLSAT00000007997	4	0	2	0	2	0	0	0
transcript:EMLSAT00000008011	1599	1267	2298	2134	2255	2307	2215	1891
transcript:EMLSAT00000007994	5959	4074	7972	7353	8967	8681	7405	8394
transcript:EMLSAT00000007996	0	0	0	0	0	0	0	0
transcript:EMLSAT00000007998	132	50	125	138	129	81	100	64
transcript:EMLSAT00000007999	2323	1792	2144	1390	2029	1513	1210	1402
transcript:EMLSAT00000008000	74	61	58	65	86	40	24	50
transcript:EMLSAT00000008001	547	345	528	444	502	559	373	524
transcript:EMLSAT00000008002	465	141	717	716	654	546	482	541
transcript:EMLSAT00000008003	1382	1221	1061	987	1321	992	824	1149
transcript:EMLSAT00000008004	44	31	67	38	43	56	34	43
transcript:EMLSAT00000008005	773	812	1200	694	1130	1196	872	696
transcript:EMLSAT00000008006	796	811	654	600	831	890	636	774
transcript:EMLSAT00000008007	599	489	417	402	620	691	427	544
transcript:EMLSAT00000008008	1698	2073	1211	1747	1657	1985	1175	1975
transcript:EMLSAT00000008009	114	129	48	124	74	75	63	80
transcript:EMLSAT00000008010	464	312	842	770	709	863	736	632
transcript:EMLSAT00000008013	873	758	1022	997	659	1007	1059	805
transcript:EMLSAT00000008012	1651	1253	2112	1949	1798	1796	1914	1661
transcript:EMLSAT00000008014	0	0	0	0	0	0	0	0
transcript:EMLSAT00000008015	1654	1285	1481	1244	1402	1093	1261	1103
transcript:EMLSAT00000008016	28	13	49	28	18	52	46	36
transcript:EMLSAT00000008017	4092	2009	8486	5294	9239	5690	6571	6867
transcript:EMLSAT00000008018	3	1	6	6	2	26	0	10
transcript:EMLSAT00000008019	0	5	23	0	15	19	4	11
transcript:EMLSAT00000008020	0	0	6	0	3	5	4	12
transcript:EMLSAT00000008023	2	0	3	0	3	2	6	0
transcript:EMLSAT00000008021	1316	1185	1606	1499	1678	1592	1410	1220
transcript:EMLSAT00000008024	428	363	423	414	459	608	413	429
transcript:EMLSAT00000008022	1354	947	1589	1392	2101	1937	1443	1831
transcript:ENSRNA022735496-T1	0	0	2	0	0	0	0	1
transcript:EMLSAT00000008035	1052	651	961	646	835	693	686	898
transcript:EMLSAT00000008030	36	24	42	19	29	19	38	35
transcript:EMLSAT00000008039	2086	1626	2682	2411	2476	2342	1933	2359
transcript:EMLSAT00000008041	561	577	482	566	451	526	550	509
transcript:EMLSAT00000008029	433	233	451	406	404	445	390	336
transcript:EMLSAT00000008031	3727	3287	3752	2791	3779	2820	2587	3033
transcript:EMLSAT00000008032	4971	4514	3947	3424	3954	3254	2966	3790
transcript:EMLSAT00000008033	337	233	454	387	385	416	337	417
transcript:EMLSAT00000008034	97	122	147	214	89	99	131	86
transcript:EMLSAT00000008036	3049	2524	4044	3799	3563	3528	3472	3618
transcript:EMLSAT00000008037	24	15	66	37	38	31	32	30
transcript:EMLSAT00000008038	309	303	364	329	376	379	301	369
transcript:EMLSAT00000008040	899	1050	758	646	703	815	580	801
transcript:EMLSAT00000008042	4637	3698	4433	5414	3840	4463	3919	3981
transcript:EMLSAT00000008043	2128	2095	2590	2085	3418	2155	1872	2360
transcript:EMLSAT00000008044	57	40	82	47	60	67	39	53
transcript:EMLSAT00000008045	2581	2554	4758	4502	4241	5193	4678	4820
transcript:EMLSAT00000008046	14	0	32	22	42	22	14	37
transcript:EMLSAT00000008025	0	0	0	0	0	2	0	0
transcript:EMLSAT00000008026	8806	9210	6106	4303	4999	4090	4108	4381
transcript:EMLSAT00000008027	501	425	645	527	637	529	477	537
transcript:EMLSAT00000008028	1218	808	1523	1394	1466	1717	1227	1279
transcript:EMLSAT00000008056	1	0	2	0	2	0	0	0
transcript:EMLSAT00000008057	0	0	0	0	0	0	0	0
transcript:EMLSAT00000008048	8540	8249	6612	5188	7081	7059	6378	6015
transcript:EMLSAT00000008049	6809	6666	4907	3514	5185	5155	4870	4545
transcript:EMLSAT00000008050	315	234	357	250	329	315	228	361
transcript:EMLSAT00000008051	3	2	27	3	28	6	8	12
transcript:EMLSAT00000008052	21	2	15	19	21	25	18	37
transcript:EMLSAT00000008053	0	2	4	5	0	4	0	0
transcript:EMLSAT00000008054	499	522	526	496	638	456	441	528
transcript:EMLSAT00000008055	1	0	2	0	10	0	2	1
transcript:EMLSAT00000008047	370	379	437	307	438	355	357	307
transcript:EMLSAT00000008160	0	0	0	0	0	0	0	0
transcript:EMLSAT00000008161	22	17	21	35	25	53	16	33
transcript:EMLSAT00000008162	3277	2835	4817	2862	4692	6018	3629	4079
transcript:EMLSAT00000008163	709	605	1022	1000	977	1070	779	795
transcript:EMLSAT00000008164	577	483	802	986	820	996	1004	812
transcript:ENSRNA022720241-T1	0	0	0	0	0	0	0	0
transcript:EMLSAT00000008165	1	4	0	0	2	0	0	2
transcript:EMLSAT00000008079	164	39	395	331	413	533	351	376
transcript:EMLSAT00000008078	57	35	51	70	76	36	76	19
transcript:EMLSAT00000008098	55	21	63	54	65	74	61	36
transcript:EMLSAT00000008088	2068	2195	2063	1851	2117	1916	1681	1890
transcript:EMLSAT00000008089	1684	1840	1739	1972	1449	2004	1299	1687
transcript:EMLSAT00000008090	15	5	3	7	5	22	28	20
transcript:EMLSAT00000008091	3515	3013	3684	3413	3703	3182	3309	3401
transcript:EMLSAT00000008092	910	390	1250	1236	1226	1178	1057	1082
transcript:EMLSAT00000008093	272	210	367	435	289	370	303	404
transcript:EMLSAT00000008094	12881	10518	15328	13896	17070	14201	12435	11324
transcript:EMLSAT00000008095	5298	3545	6650	5987	8093	6749	6143	5400
transcript:EMLSAT00000008096	1229	1759	1142	1022	1387	1093	909	972
transcript:EMLSAT00000008097	269	1589	389	366	157	153	144	128
transcript:EMLSAT00000008099	34985	39917	22244	19316	18480	16380	15176	16132
transcript:EMLSAT00000008100	547	452	669	679	616	576	571	565
transcript:EMLSAT00000008101	1896	1459	1782	1325	1975	1338	1201	1492
transcript:EMLSAT00000008102	206	83	324	228	372	249	275	246
transcript:EMLSAT00000008081	414	357	576	460	541	578	428	591
transcript:EMLSAT00000008082	267	207	272	263	203	230	248	323
transcript:EMLSAT00000008083	20062	17708	18350	15709	20418	18971	13920	16975
transcript:EMLSAT00000008084	116	41	173	131	137	117	156	101
transcript:EMLSAT00000008085	6534	7429	5718	5131	6451	6882	5267	5596
transcript:EMLSAT00000008086	126	47	294	232	358	312	270	408
transcript:EMLSAT00000008087	14	6	42	50	66	97	61	83
transcript:EMLSAT00000008080	699	714	603	683	707	676	609	534
transcript:EMLSAT00000008110	556	266	1215	1057	1263	1225	1068	1022
transcript:EMLSAT00000008114	2102	1826	2547	2010	2815	2355	2256	1969
transcript:EMLSAT00000008115	0	0	0	0	0	0	0	0
transcript:EMLSAT00000008116	8	6	13	0	19	15	6	33
transcript:EMLSAT00000008103	2390	3302	2484	3425	994	3617	2687	2524
transcript:EMLSAT00000008104	3763	2200	4993	4168	5399	4346	3733	3917
transcript:EMLSAT00000008105	376	387	323	338	266	354	319	246
transcript:EMLSAT00000008106	6911	5976	6171	5606	6806	5742	5011	4780
transcript:EMLSAT00000008107	673	509	868	776	403	837	847	500
transcript:EMLSAT00000008108	6686	5880	6765	5242	7853	5522	4872	5615
transcript:EMLSAT00000008109	3545	2863	3894	2898	4889	2995	2604	3252
transcript:EMLSAT00000008111	769	568	808	809	600	654	644	682
transcript:EMLSAT00000008112	202	254	246	340	365	342	252	294
transcript:EMLSAT00000008113	442	291	712	854	613	649	704	590
transcript:EMLSAT00000008125	15	7	14	18	21	17	13	23
transcript:EMLSAT00000008120	2199	1699	2818	2745	2635	2645	2172	2606
transcript:EMLSAT00000008124	145	274	187	151	170	200	282	203
transcript:EMLSAT00000008117	120	15	64	64	72	79	39	43
transcript:EMLSAT00000008118	0	0	0	0	0	0	0	0
transcript:EMLSAT00000008119	4263	4884	5946	5444	5291	7527	5628	6697
transcript:EMLSAT00000008121	2609	2750	3058	2432	2882	2803	2149	2676
transcript:EMLSAT00000008122	945	1207	1214	823	1472	1483	788	1426
transcript:EMLSAT00000008123	46	21	91	44	72	97	50	97
transcript:EMLSAT00000008126	14	18	25	48	40	39	38	37
transcript:EMLSAT00000008127	0	10	6	4	0	0	0	6
transcript:EMLSAT00000008132	3	0	2	6	0	0	0	0
transcript:EMLSAT00000008128	436	361	551	620	608	660	481	646
transcript:EMLSAT00000008129	2807	2643	2836	2620	2082	2349	2768	1810
transcript:EMLSAT00000008130	0	0	0	0	0	0	0	0
transcript:EMLSAT00000008131	0	0	4	0	0	0	0	3
transcript:EMLSAT00000008139	1063	758	1338	1123	1277	1168	1033	1157
transcript:EMLSAT00000008135	2	0	7	1	6	6	10	6
transcript:EMLSAT00000008136	35	35	26	39	29	47	12	41
transcript:EMLSAT00000008137	11	8	14	12	15	24	9	11
transcript:EMLSAT00000008138	243	259	392	273	506	514	196	612
transcript:ENSRNA022737702-T1	0	0	0	0	0	0	0	0
transcript:EMLSAT00000008133	105	118	92	110	183	120	112	125
transcript:EMLSAT00000008134	52	70	48	54	60	66	47	75
transcript:EMLSAT00000008140	1247	1174	1484	1157	1523	1234	1131	1209
transcript:EMLSAT00000008141	829	756	896	690	834	707	754	684
transcript:EMLSAT00000008142	170	143	182	96	183	185	138	141
transcript:EMLSAT00000008154	54	22	38	32	20	30	14	10
transcript:EMLSAT00000008143	17	27	15	22	18	26	38	15
transcript:EMLSAT00000008144	5358	5321	5268	5641	6044	5512	5169	5748
transcript:EMLSAT00000008145	670	670	620	546	590	524	459	497
transcript:EMLSAT00000008146	120	119	123	139	149	140	99	150
transcript:EMLSAT00000008147	0	0	0	0	0	0	0	4
transcript:EMLSAT00000008148	51	69	63	12	65	74	49	63
transcript:EMLSAT00000008149	1532	1400	1442	1156	1465	1184	1118	1192
transcript:EMLSAT00000008150	1323	1195	1241	1027	1281	1008	990	1058
transcript:EMLSAT00000008151	1820	1127	2120	2208	2397	2065	1849	2126
transcript:EMLSAT00000008152	1745	1539	1694	1774	977	1343	1454	1168
transcript:EMLSAT00000008153	361	228	999	914	1097	1353	1032	952
transcript:EMLSAT00000008155	1301	799	1540	1405	1992	1756	1479	1493
transcript:EMLSAT00000008157	1109	1089	1069	1068	947	1162	869	920
transcript:EMLSAT00000008158	0	4	6	2	8	14	2	4
transcript:EMLSAT00000008156	719	195	21	192	13	18	117	193
transcript:EMLSAT00000008159	3080	2291	3331	3310	3557	3882	2897	3663
transcript:EMLSAT00000008256	828	621	1241	1298	1562	1306	1239	1415
transcript:EMLSAT00000008257	522	264	698	731	751	709	732	810
transcript:EMLSAT00000008258	324	180	278	289	399	403	389	450
transcript:EMLSAT00000008259	6916	5946	7370	5613	8844	6989	5536	6404
transcript:EMLSAT00000008260	561	780	473	799	438	390	600	603
transcript:EMLSAT00000008261	20	14	62	59	85	98	72	36
transcript:EMLSAT00000008262	605	589	682	1028	638	573	783	868
transcript:EMLSAT00000008263	35	28	33	15	23	65	39	36
transcript:EMLSAT00000008264	55	41	26	40	48	62	35	25
transcript:EMLSAT00000008265	4096	12250	13874	12903	8068	12956	15033	12416
transcript:EMLSAT00000008166	0	0	0	0	0	0	0	4
transcript:EMLSAT00000008167	5973	4705	6676	5485	6988	5560	5093	6136
transcript:ENSRNA022720128-T1	0	0	1	0	0	0	0	0
transcript:EMLSAT00000008168	4119	3805	4586	4635	5010	4821	3930	4275
transcript:EMLSAT00000008169	2818	2257	3274	3231	3813	3171	2805	3140
transcript:EMLSAT00000008170	3035	2794	2872	2431	2584	2382	2316	2142
transcript:EMLSAT00000008171	32	59	62	38	50	26	20	48
transcript:EMLSAT00000008172	315	195	431	539	539	453	373	391
transcript:EMLSAT00000008173	13	0	6	0	4	2	4	1
transcript:EMLSAT00000008174	5730	5460	5123	4700	4682	4824	3928	4269
transcript:EMLSAT00000008175	4190	4249	3681	3379	3441	3561	2834	3127
transcript:EMLSAT00000008176	2056	2017	2209	2467	2064	2385	1921	1971
transcript:EMLSAT00000008177	395	400	448	712	320	568	504	414
transcript:EMLSAT00000008178	529	439	520	556	713	936	746	880
transcript:EMLSAT00000008179	0	0	2	0	0	0	4	2
transcript:EMLSAT00000008180	6	6	6	2	4	8	0	4
transcript:ENSRNA022735738-T1	0	1	3	2	4	2	0	3
transcript:EMLSAT00000008182	142	167	135	126	197	192	159	163
transcript:EMLSAT00000008185	751	682	665	587	733	569	465	558
transcript:EMLSAT00000008186	1827	1380	2182	2088	2518	2046	1808	2005
transcript:EMLSAT00000008187	802	995	846	662	944	946	612	635
transcript:EMLSAT00000008188	1494	1345	1933	1461	2205	2042	1363	1541
transcript:EMLSAT00000008183	23	10	28	24	50	82	52	40
transcript:EMLSAT00000008184	2164	2986	2375	3015	1505	2682	2968	2975
transcript:EMLSAT00000008181	64	26	176	187	254	209	271	190
transcript:EMLSAT00000008189	0	0	0	2	10	8	4	1
transcript:EMLSAT00000008190	3	0	2	0	2	0	1	1
transcript:EMLSAT00000008191	1	0	1	0	2	2	1	2
transcript:EMLSAT00000008199	95	35	73	78	57	36	41	75
transcript:EMLSAT00000008200	504	335	626	506	742	535	571	625
transcript:EMLSAT00000008193	1794	1923	2455	1972	2617	3160	2319	2763
transcript:EMLSAT00000008194	1184	985	1232	1137	1208	1345	1135	1151
transcript:EMLSAT00000008195	89	159	96	87	98	74	91	95
transcript:EMLSAT00000008196	6531	7328	5572	6152	5606	8535	6387	7359
transcript:EMLSAT00000008197	4399	5017	3472	3994	3477	6154	4510	5144
transcript:EMLSAT00000008198	12	2	7	6	12	6	15	5
transcript:EMLSAT00000008192	17	20	14	15	17	10	9	7
transcript:EMLSAT00000008204	1623	1174	2883	2146	2391	2713	2366	2643
transcript:EMLSAT00000008209	519	596	567	573	587	775	611	779
transcript:EMLSAT00000008210	2438	1490	4563	3964	4279	4879	3905	4149
transcript:EMLSAT00000008216	1559	2029	1514	1200	1980	1200	1109	1236
transcript:EMLSAT00000008218	500	747	557	482	704	529	463	495
transcript:EMLSAT00000008219	18	22	7	6	10	14	17	22
transcript:EMLSAT00000008220	649	646	671	625	757	571	477	569
transcript:EMLSAT00000008221	88	174	224	137	160	157	77	137
transcript:EMLSAT00000008202	1393	1364	1523	1426	1342	1145	1181	1346
transcript:EMLSAT00000008203	7125	4729	8820	8036	9027	6598	6419	5904
transcript:EMLSAT00000008205	52	42	9	33	67	12	14	24
transcript:EMLSAT00000008222	0	0	0	0	0	0	0	0
transcript:EMLSAT00000008206	328	105	237	253	659	455	385	503
transcript:EMLSAT00000008207	57	31	50	40	36	56	34	98
transcript:EMLSAT00000008208	803	1116	1019	768	1098	1305	1044	939
transcript:EMLSAT00000008211	9100	8038	20648	9723	18366	18197	14262	12790
transcript:EMLSAT00000008212	807	369	2777	1318	2544	2542	2051	1964
transcript:EMLSAT00000008213	2041	2784	2656	1785	2899	2853	1949	2786
transcript:EMLSAT00000008214	1588	1265	2177	1925	1935	2197	1878	1858
transcript:EMLSAT00000008215	12398	15501	11916	6984	10074	11778	9784	13115
transcript:EMLSAT00000008217	651	351	1094	1005	1046	1124	1167	1112
transcript:EMLSAT00000008201	11	5	7	4	19	13	19	16
transcript:EMLSAT00000008230	12	14	14	6	16	7	38	32
transcript:EMLSAT00000008231	17	25	46	22	21	56	6	41
transcript:EMLSAT00000008232	43	21	53	31	23	18	20	39
transcript:EMLSAT00000008223	2301	1941	1609	2623	1374	1637	1190	2007
transcript:EMLSAT00000008224	73	132	98	116	87	59	100	78
transcript:EMLSAT00000008225	2691	2443	3245	3450	3293	3449	3251	3516
transcript:EMLSAT00000008226	13342	12217	16631	16372	16782	16560	16570	13665
transcript:EMLSAT00000008227	1172	701	1319	1274	1476	1322	1049	988
transcript:EMLSAT00000008228	6464	5533	5219	4085	5658	4218	3904	4150
transcript:EMLSAT00000008229	0	0	0	0	0	0	0	0
transcript:EMLSAT00000008235	901	1208	1372	95	136	194	1099	104
transcript:EMLSAT00000008234	18	8	42	28	12	22	10	36
transcript:EMLSAT00000008236	1496	918	1342	1322	1520	1349	1166	1377
transcript:EMLSAT00000008237	247	266	261	300	310	325	176	256
transcript:EMLSAT00000008238	9011	7844	9097	7223	10210	9564	7714	7104
transcript:EMLSAT00000008239	8299	9892	6892	6094	6566	6990	5827	6884
transcript:EMLSAT00000008240	2174	1713	2507	2016	2128	2028	1950	1848
transcript:EMLSAT00000008233	8	19	5	8	7	1	3	0
transcript:ENSRNA022719630-T1	0	0	0	0	0	2	0	0
transcript:EMLSAT00000008249	15	23	18	7	19	16	10	11
transcript:EMLSAT00000008242	4	0	4	4	2	0	2	0
transcript:EMLSAT00000008243	14	6	31	17	15	19	18	36
transcript:EMLSAT00000008244	1787	1159	2420	2155	2149	2359	1909	2020
transcript:EMLSAT00000008245	63	28	159	106	135	192	107	137
transcript:EMLSAT00000008246	3907	3173	3419	3058	3166	2716	2395	2540
transcript:EMLSAT00000008247	1900	1544	2084	1923	1858	1881	2128	1684
transcript:EMLSAT00000008248	325	532	517	461	362	500	539	445
transcript:EMLSAT00000008241	2	0	0	0	5	0	0	0
transcript:EMLSAT00000008255	55	29	89	50	96	64	80	65
transcript:EMLSAT00000008251	401	511	422	308	424	384	403	381
transcript:EMLSAT00000008252	614	372	1138	958	547	385	507	360
transcript:EMLSAT00000008253	1292	798	1604	1622	1313	1877	1695	1449
transcript:EMLSAT00000008254	48	56	124	46	40	57	94	54
transcript:EMLSAT00000008250	0	0	0	1	0	0	0	0
transcript:EMLSAT00000009395	10	0	16	12	18	14	24	0
transcript:EMLSAT00000009390	82	37	98	85	143	141	85	108
transcript:EMLSAT00000009391	3648	2880	4204	3994	4120	4357	3719	3289
transcript:EMLSAT00000009392	2781	2787	2695	2851	3295	2081	2423	2630
transcript:EMLSAT00000009393	1156	838	1624	1621	1708	1006	1349	1168
transcript:EMLSAT00000009394	20181	15480	23889	19246	25792	20817	19400	18557
transcript:EMLSAT00000009407	372	295	389	363	435	479	523	565
transcript:EMLSAT00000009408	96	85	68	68	91	68	92	89
transcript:EMLSAT00000009396	78	65	135	103	69	72	60	40
transcript:EMLSAT00000009397	104	107	97	49	84	53	48	120
transcript:EMLSAT00000009398	2367	2060	2469	3012	2102	3185	2578	3251
transcript:EMLSAT00000009399	2379	2566	1706	2284	1354	1925	1641	2099
transcript:EMLSAT00000009400	235	168	351	311	201	302	248	355
transcript:EMLSAT00000009401	0	0	0	0	0	0	0	0
transcript:EMLSAT00000009402	477	444	516	389	593	570	299	443
