Geneid	A8_sensitive_sorted.bam	A9_sensitive_sorted.bam	A10_sensitive_sorted.bam	A11_sensitive_sorted.bam	A12_resistant_sorted.bam	A13_resistant_sorted.bam	A14_resistant_sorted.bam	A15_resistant_sorted.bam
transcript:EMLSAT00000010189	737	542	770	735	774	693	570	607
transcript:EMLSAT00000010190	6432	5476	5974	5895	6367	5655	4641	5742
transcript:EMLSAT00000010191	2917	2470	2603	2682	2564	2085	1668	2193
transcript:EMLSAT00000010192	38055	38606	23070	23055	22971	21627	18336	19864
transcript:EMLSAT00000010193	473	499	656	680	689	516	703	560
transcript:ENSRNA022735603-T1	2	0	0	0	0	0	0	0
transcript:EMLSAT00000010197	1132	959	1482	1357	1602	1672	1591	1594
transcript:ENSRNA022736154-T1	0	0	0	0	0	0	0	0
transcript:ENSRNA022736143-T1	0	0	0	0	0	0	0	0
transcript:EMLSAT00000010196	3	0	0	6	0	2	0	0
transcript:EMLSAT00000010198	5992	5726	5685	5986	5776	6576	5231	5471
transcript:EMLSAT00000010199	2696	2703	2951	2603	3108	2787	2550	2469
transcript:EMLSAT00000010200	1833	3162	1528	1661	1667	2194	1992	2037
transcript:EMLSAT00000010201	269	260	330	243	256	424	282	310
transcript:EMLSAT00000010202	619	586	653	521	672	691	496	661
transcript:EMLSAT00000010203	32	20	28	18	29	6	39	28
transcript:EMLSAT00000010204	29675	26938	24271	20752	29687	27462	22334	28417
transcript:EMLSAT00000010205	12497	9371	8991	5880	9697	9397	5712	6732
transcript:EMLSAT00000010206	1170	842	1010	986	1010	742	761	874
transcript:EMLSAT00000010207	1089	1041	1343	1497	887	1476	997	963
transcript:EMLSAT00000010208	1564	1552	2362	2856	1626	2452	2498	1709
transcript:EMLSAT00000010239	1828	1400	2200	2170	2192	2096	1795	1821
transcript:EMLSAT00000010223	7157	7552	6217	5601	6242	5983	5214	5340
transcript:EMLSAT00000010225	4956	5292	4210	3729	3906	3767	3245	3271
transcript:EMLSAT00000010231	695	721	910	1249	700	1079	1132	892
transcript:EMLSAT00000010232	1485	2105	1640	1654	1883	1255	1264	1737
transcript:EMLSAT00000010233	1274	1206	1303	1261	1135	1231	1231	1261
transcript:EMLSAT00000010234	1379	987	2079	1671	1894	1715	1558	1491
transcript:EMLSAT00000010235	7460	7358	6141	6353	5390	5519	5714	6143
transcript:EMLSAT00000010236	10027	7429	13036	11780	14458	12440	11560	11749
transcript:EMLSAT00000010237	5468	4559	5230	4420	5526	4874	4575	5470
transcript:EMLSAT00000010238	4808	3736	7114	7420	6963	6691	6671	6952
transcript:EMLSAT00000010210	12	14	15	10	5	13	9	4
transcript:EMLSAT00000010211	4290	3852	6307	5552	7085	6861	5267	5731
transcript:EMLSAT00000010212	356	432	214	180	237	140	148	156
transcript:EMLSAT00000010213	1129	1232	968	755	888	811	1023	747
transcript:EMLSAT00000010214	479	417	532	512	470	396	435	404
transcript:EMLSAT00000010215	891	738	730	716	748	469	674	666
transcript:EMLSAT00000010216	39244	28498	69935	50232	78811	47203	56859	61954
transcript:EMLSAT00000010217	663	737	640	561	631	509	496	514
transcript:EMLSAT00000010218	79	48	58	77	43	59	30	44
transcript:EMLSAT00000010219	1020	641	1095	986	1514	884	976	737
transcript:EMLSAT00000010220	2250	2036	2146	1904	3216	1947	1980	1702
transcript:EMLSAT00000010221	1322	1242	1686	1708	1946	2021	1813	1646
transcript:EMLSAT00000010222	486	367	588	560	800	643	606	652
transcript:EMLSAT00000010224	362	415	513	497	459	722	557	567
transcript:EMLSAT00000010226	126	149	69	129	57	62	171	46
transcript:ENSRNA022737505-T1	0	0	0	0	0	0	0	0
transcript:EMLSAT00000010227	1132	936	1352	868	1593	911	949	924
transcript:EMLSAT00000010228	1927	1854	2185	2527	2197	2972	2218	2801
transcript:EMLSAT00000010229	734	574	1103	1337	970	1568	1163	1505
transcript:EMLSAT00000010230	64618	58170	44091	36946	44163	39434	33396	39678
transcript:EMLSAT00000010209	0	0	0	0	0	0	2	0
transcript:EMLSAT00000010386	699	763	1044	1767	704	1157	677	1081
transcript:EMLSAT00000010396	2873	1637	4566	3936	4197	4416	3993	4552
transcript:EMLSAT00000010397	197	184	294	420	323	493	310	406
transcript:EMLSAT00000010398	3555	3024	3744	3639	3950	4016	3061	2674
transcript:EMLSAT00000010399	6105	5280	6031	6164	6788	5870	4895	4793
transcript:EMLSAT00000010400	2894	2249	3212	3143	4541	2642	2455	2900
transcript:EMLSAT00000010401	2851	1346	871	1613	5996	1032	770	737
transcript:EMLSAT00000010402	2955	2399	3481	3344	3447	3509	3057	3579
transcript:EMLSAT00000010411	0	0	0	0	0	0	0	0
transcript:EMLSAT00000010403	26	18	8	9	24	11	14	48
transcript:EMLSAT00000010404	3178	3577	2955	2530	4180	4530	2259	4656
transcript:EMLSAT00000010405	83	46	93	80	77	108	73	80
transcript:EMLSAT00000010406	367	451	351	373	353	424	386	428
transcript:EMLSAT00000010407	1473	1435	1555	1063	1741	1137	1096	1303
transcript:EMLSAT00000010408	4621	5208	5431	5306	5600	5722	3798	4629
transcript:EMLSAT00000010409	657	882	974	1064	1104	1150	715	847
transcript:EMLSAT00000010410	621	655	664	667	726	660	552	671
transcript:EMLSAT00000010387	2	0	2	0	4	0	0	6
transcript:EMLSAT00000010388	0	0	0	0	0	0	0	0
transcript:EMLSAT00000010389	138	113	151	97	151	118	74	119
transcript:EMLSAT00000010390	365	286	382	309	417	355	209	327
transcript:ENSRNA022720335-T1	0	0	0	0	0	0	0	0
transcript:EMLSAT00000010391	492	293	402	545	488	460	493	511
transcript:EMLSAT00000010392	18	4	5	12	10	13	14	12
transcript:EMLSAT00000010393	4631	4162	3904	3907	3601	2866	3135	3348
transcript:EMLSAT00000010394	1355	1267	1196	1187	1949	1777	1055	2436
transcript:EMLSAT00000010395	44	52	91	81	48	102	47	34
transcript:EMLSAT00000010273	8	0	2	0	12	5	8	7
transcript:EMLSAT00000010267	315	295	261	343	484	286	275	351
transcript:EMLSAT00000010268	23430	21256	20982	19512	32203	25901	17421	17571
transcript:EMLSAT00000010269	8062	7052	7565	7632	9295	7140	7505	6507
transcript:EMLSAT00000010270	11307	13543	16166	15376	12188	13514	17856	14717
transcript:EMLSAT00000010271	900	564	1352	1119	1281	1248	1153	1004
transcript:EMLSAT00000010272	7	2	5	11	3	8	0	0
transcript:EMLSAT00000010274	0	0	0	0	4	0	2	2
transcript:EMLSAT00000010275	146	145	137	107	120	119	109	105
transcript:EMLSAT00000010276	0	16	10	17	10	12	8	4
transcript:EMLSAT00000010277	1436	1086	1606	1139	2176	1228	1391	1358
transcript:EMLSAT00000010283	17	7	29	10	20	17	9	9
transcript:EMLSAT00000010278	3379	2478	3742	3315	4191	3393	3146	3167
transcript:EMLSAT00000010279	169	85	179	133	244	173	184	206
transcript:EMLSAT00000010280	1724	1376	1482	1231	1804	1516	1276	1440
transcript:EMLSAT00000010281	2241	1499	2715	2861	3060	2794	2424	2492
transcript:EMLSAT00000010282	897	709	915	1166	878	1101	752	687
transcript:EMLSAT00000010288	299	295	242	212	130	161	153	179
transcript:EMLSAT00000010295	2329	1884	2078	2068	2450	2065	1924	2132
transcript:EMLSAT00000010302	766	668	541	563	630	627	542	627
transcript:EMLSAT00000010307	9939	8590	9174	7330	9900	8021	7040	6908
transcript:EMLSAT00000010308	567	649	370	383	347	418	339	371
transcript:EMLSAT00000010309	2005	1879	1870	1361	1931	1821	1370	1582
transcript:EMLSAT00000010310	373	233	526	526	413	486	442	418
transcript:EMLSAT00000010311	225	242	211	197	194	204	197	246
transcript:EMLSAT00000010312	1073	642	1726	1274	1553	1500	1513	1444
transcript:EMLSAT00000010284	726	576	617	548	736	590	503	687
transcript:EMLSAT00000010285	712	699	784	504	868	920	564	626
transcript:EMLSAT00000010286	324	335	436	392	443	425	350	366
transcript:EMLSAT00000010287	95	44	100	54	72	85	25	82
transcript:EMLSAT00000010289	1417	1247	1540	1192	1597	1449	1176	1288
transcript:EMLSAT00000010290	9	12	15	22	30	18	16	16
transcript:EMLSAT00000010291	416	300	501	389	492	541	393	394
transcript:EMLSAT00000010292	5	0	2	7	13	9	8	4
transcript:EMLSAT00000010293	1186	1035	1842	1670	1955	1973	1767	1930
transcript:EMLSAT00000010294	1052	1207	1177	951	1053	963	991	1015
transcript:EMLSAT00000010296	34	22	62	43	63	102	36	56
transcript:EMLSAT00000010297	21	14	58	42	42	50	37	50
transcript:EMLSAT00000010298	39	24	96	62	93	68	66	90
transcript:EMLSAT00000010299	829	714	884	753	810	740	717	751
transcript:EMLSAT00000010300	355538	437811	426157	445832	362068	756409	942071	683760
transcript:EMLSAT00000010301	57	27	35	37	46	36	28	27
transcript:EMLSAT00000010303	327539	330541	305628	307344	250793	489820	550064	412816
transcript:EMLSAT00000010313	5	10	4	7	15	17	2	11
transcript:EMLSAT00000010304	3783	3776	5548	5626	4321	6563	6984	5875
transcript:EMLSAT00000010305	115	51	137	131	77	84	169	125
transcript:EMLSAT00000010306	1620	1365	1709	1772	1616	1647	2270	1709
transcript:EMLSAT00000010326	914	849	1223	945	844	1647	959	835
transcript:EMLSAT00000010327	957	733	1469	1119	883	2046	1065	921
transcript:EMLSAT00000010328	3526	3179	3124	3130	3054	2761	2699	2707
transcript:EMLSAT00000010329	1384	1102	1726	1564	1601	1511	1297	1429
transcript:EMLSAT00000010330	60	137	41	37	33	36	62	35
transcript:EMLSAT00000010315	165	121	221	188	202	183	214	278
transcript:EMLSAT00000010316	6888	5794	7983	8059	7059	9425	6747	6762
transcript:EMLSAT00000010317	341	411	233	239	206	296	283	250
transcript:EMLSAT00000010318	863	708	914	875	838	817	697	931
transcript:EMLSAT00000010319	5261	4778	4353	4243	4267	5155	3895	4051
transcript:EMLSAT00000010320	7102	5089	8215	7097	9282	8068	7384	8352
transcript:EMLSAT00000010321	83	83	41	59	45	31	34	74
transcript:EMLSAT00000010322	259	305	171	139	209	140	146	178
transcript:EMLSAT00000010323	111	53	148	100	121	113	88	106
transcript:EMLSAT00000010324	10	0	39	8	1	6	18	7
transcript:EMLSAT00000010325	0	0	5	4	0	0	0	0
transcript:EMLSAT00000010314	30653	23288	31358	33257	39948	32061	30793	39959
transcript:EMLSAT00000010332	3601	3356	6843	3105	3629	6547	4593	3603
transcript:EMLSAT00000010331	14	0	10	6	10	22	14	10
transcript:EMLSAT00000010333	0	0	0	0	0	0	0	0
transcript:ENSRNA022738201-T1	0	0	0	4	0	0	2	1
transcript:ENSRNA022738192-T1	0	0	0	0	0	0	4	0
transcript:ENSRNA022738184-T1	0	0	0	0	0	0	0	0
transcript:ENSRNA022738176-T1	0	0	0	0	0	0	0	1
transcript:ENSRNA022738167-T1	0	0	0	0	0	0	0	0
transcript:ENSRNA022738172-T1	0	0	0	0	0	0	0	0
transcript:EMLSAT00000010335	824	660	757	883	881	801	698	837
transcript:EMLSAT00000010334	1230	892	1174	927	1032	908	968	907
transcript:ENSRNA022738161-T1	0	0	0	0	0	0	0	0
transcript:EMLSAT00000010346	111	73	122	70	217	214	94	172
transcript:EMLSAT00000010347	3037	2399	2995	2888	3115	2916	2779	2909
transcript:EMLSAT00000010348	1345	1294	1112	1043	656	1157	1320	1115
transcript:EMLSAT00000010336	0	1	0	6	0	0	0	0
transcript:EMLSAT00000010337	1112	914	1293	1084	1164	1075	951	1148
transcript:EMLSAT00000010338	392	408	466	178	279	284	307	246
transcript:EMLSAT00000010339	3132	2977	3089	3071	3072	2704	2657	3157
transcript:EMLSAT00000010340	1043	1038	1442	1257	1525	1624	1267	1424
transcript:EMLSAT00000010341	758	721	759	678	817	722	730	598
transcript:EMLSAT00000010342	383	304	501	486	465	385	331	398
transcript:EMLSAT00000010343	3378	3688	3332	2854	2754	3051	3294	2895
transcript:EMLSAT00000010344	2838	3263	2658	2296	2246	2425	2593	2323
transcript:EMLSAT00000010345	7	12	40	26	38	54	24	64
transcript:EMLSAT00000010358	247	209	199	210	287	160	162	299
transcript:EMLSAT00000010349	1709	1259	1921	1807	2121	2074	1761	1896
transcript:EMLSAT00000010350	6498	5550	7081	5044	7973	5792	5120	5587
transcript:EMLSAT00000010351	1123	1016	1245	944	1474	1063	949	1010
transcript:EMLSAT00000010352	5268	3846	6379	7025	6527	6199	6479	6312
transcript:EMLSAT00000010353	2618	1775	3455	3350	3401	2950	2944	2883
transcript:EMLSAT00000010354	490	364	682	775	611	851	760	758
transcript:EMLSAT00000010355	42971	39680	33255	25437	38155	33395	28207	36431
transcript:EMLSAT00000010356	2945	1853	3454	3732	3450	3468	3243	3314
transcript:EMLSAT00000010357	2787	1726	2902	2763	3184	2681	2402	2663
transcript:EMLSAT00000010359	1624	789	2356	2033	2634	2668	2293	2083
transcript:EMLSAT00000010360	1792	1530	1792	1666	1747	1665	1434	1567
transcript:EMLSAT00000010361	576	254	802	749	880	771	717	637
transcript:EMLSAT00000010370	0	0	0	0	0	6	0	2
transcript:EMLSAT00000010371	2	95	68	255	7	142	116	86
transcript:EMLSAT00000010372	1233	896	1183	1002	1350	1146	973	1167
transcript:EMLSAT00000010373	12047	14707	17577	14228	16075	15223	14952	18343
transcript:EMLSAT00000010374	2375	2222	2806	2365	2649	2788	2372	2517
transcript:EMLSAT00000010363	863	777	816	801	803	769	702	621
transcript:EMLSAT00000010364	2	3	0	2	8	4	0	2
transcript:EMLSAT00000010365	67	34	75	82	68	66	65	61
transcript:EMLSAT00000010366	5069	5195	4781	3986	5934	5013	4252	4900
transcript:EMLSAT00000010367	9698	8407	8420	5735	11022	7194	5757	7259
transcript:EMLSAT00000010368	9848	6569	11704	10719	13465	10586	9429	10613
transcript:EMLSAT00000010369	2609	3629	2578	3100	1822	1767	2188	1936
transcript:EMLSAT00000010362	4	4	4	0	0	0	0	6
transcript:EMLSAT00000010377	16015	14360	13517	10492	10457	11036	8458	10403
transcript:EMLSAT00000010382	1396	1312	1088	1152	1084	1074	928	1027
transcript:EMLSAT00000010383	18	11	11	5	21	6	8	4
transcript:EMLSAT00000010384	1783	1903	1753	1741	2266	2414	1327	1823
transcript:EMLSAT00000010375	326	105	505	532	560	474	418	464
transcript:EMLSAT00000010376	2804	2327	2825	3096	3135	2707	2541	2984
transcript:EMLSAT00000010378	72	31	67	26	46	49	81	36
transcript:EMLSAT00000010379	78	145	121	84	114	146	65	85
transcript:EMLSAT00000010380	43	20	38	36	39	29	29	38
transcript:EMLSAT00000010381	44	24	29	59	52	86	20	77
transcript:EMLSAT00000010385	24	44	46	53	36	77	35	34
transcript:EMLSAT00000010530	251	205	314	279	248	322	325	317
transcript:EMLSAT00000010516	723	560	893	799	879	741	727	794
transcript:EMLSAT00000010518	307	288	177	200	382	329	199	272
transcript:EMLSAT00000010517	3804	4010	3388	2993	3357	3087	2678	2806
transcript:EMLSAT00000010519	1199	1258	949	835	858	782	721	829
transcript:EMLSAT00000010520	1920	1308	2005	2083	1940	2365	1740	1969
transcript:EMLSAT00000010521	516	381	531	459	612	520	492	499
transcript:EMLSAT00000010522	857	610	1008	953	982	855	842	820
transcript:EMLSAT00000010523	885	651	1453	1322	1564	1724	1581	1394
transcript:EMLSAT00000010524	1817	1816	1584	1119	1397	1438	1013	1038
transcript:EMLSAT00000010525	875	876	1196	1684	1544	1041	1318	1065
transcript:EMLSAT00000010526	7698	6869	9227	7778	10575	12647	6021	10101
transcript:EMLSAT00000010527	0	3	0	0	0	4	0	0
transcript:EMLSAT00000010528	581	355	307	411	557	275	243	579
transcript:EMLSAT00000010529	11	0	12	11	13	8	8	10
transcript:EMLSAT00000010434	5474	5230	3964	3186	4205	4058	3050	3851
transcript:EMLSAT00000010435	2046	1810	2168	1861	2138	2138	1819	1880
transcript:EMLSAT00000010436	273	247	249	274	306	224	234	202
transcript:EMLSAT00000010437	2663	2155	2889	2577	3097	2705	2246	2535
transcript:EMLSAT00000010412	779	710	1038	1111	1036	1431	1162	1138
transcript:EMLSAT00000010413	0	0	0	0	0	1	0	0
transcript:EMLSAT00000010414	1	0	0	0	0	0	0	0
transcript:EMLSAT00000010415	882	562	1298	955	1812	1732	734	737
transcript:EMLSAT00000010416	387	306	460	405	460	415	368	424
transcript:EMLSAT00000010417	21288	26093	23290	24772	23031	23935	19206	19835
transcript:EMLSAT00000010418	17390	21849	17585	19218	15961	17950	14744	16067
transcript:EMLSAT00000010419	4540	8168	8671	10942	9480	9546	6439	4374
transcript:EMLSAT00000010420	1589	1384	1674	1596	1985	1095	1346	1433
transcript:EMLSAT00000010421	1470	2009	2399	2043	2347	1260	1361	2005
transcript:EMLSAT00000010422	750	1186	1131	972	1087	525	594	796
transcript:EMLSAT00000010423	22	28	20	14	3	11	20	18
transcript:EMLSAT00000010424	394	242	372	273	459	224	320	266
transcript:EMLSAT00000010425	34	18	46	48	128	20	55	52
transcript:EMLSAT00000010426	1047	770	1375	1139	1852	1005	976	1301
transcript:EMLSAT00000010427	2689	2402	3328	3110	3678	2995	2614	2793
transcript:EMLSAT00000010428	84	37	74	65	90	77	96	93
transcript:EMLSAT00000010429	0	0	0	0	0	0	0	0
transcript:EMLSAT00000010430	0	4	8	0	5	1	5	1
transcript:EMLSAT00000010431	0	0	0	4	0	0	0	0
transcript:EMLSAT00000010432	26	10	46	46	85	66	50	55
transcript:EMLSAT00000010433	92	164	147	59	323	165	59	217
transcript:EMLSAT00000010447	46	6	12	15	32	194	6	16
transcript:EMLSAT00000010449	1496	1041	1503	1487	1479	1570	1213	1199
transcript:EMLSAT00000010450	2355	2416	2504	2220	2572	2286	2064	2352
transcript:EMLSAT00000010451	209	238	189	172	219	274	229	180
transcript:EMLSAT00000010452	2	2	8	3	0	3	0	2
transcript:EMLSAT00000010438	21	14	15	17	38	33	18	36
transcript:EMLSAT00000010439	24	8	53	40	86	73	101	53
transcript:EMLSAT00000010440	350	338	313	316	276	307	235	254
transcript:EMLSAT00000010441	409	250	564	599	565	696	514	533
transcript:EMLSAT00000010442	26278	27769	18738	14393	17015	17480	14684	15967
transcript:EMLSAT00000010443	1598	1597	1391	1214	1247	1020	1108	1132
transcript:EMLSAT00000010444	1512	1520	1315	1151	1135	907	1054	1024
transcript:EMLSAT00000010445	99	78	46	83	43	42	60	77
transcript:EMLSAT00000010446	4191	3091	3381	3832	4819	3682	2685	3302
transcript:EMLSAT00000010448	1288	901	1245	991	1576	1071	921	1056
transcript:EMLSAT00000010453	3	4	12	9	13	6	4	1
transcript:EMLSAT00000010456	2441	1671	2863	3178	3327	2927	2712	3172
transcript:EMLSAT00000010455	236	271	225	228	246	239	234	234
transcript:EMLSAT00000010458	1059	1051	1368	1287	964	1086	1355	1086
transcript:EMLSAT00000010454	341	217	419	444	629	570	541	612
transcript:EMLSAT00000010459	1019	843	1107	984	1088	1172	945	1673
transcript:EMLSAT00000010457	53	9	21	66	138	102	115	109
transcript:EMLSAT00000010460	0	0	2	0	1	0	7	11
transcript:EMLSAT00000010461	1345	1061	1948	1917	1803	2020	1924	1866
transcript:EMLSAT00000010462	20866	20756	33195	43352	34028	30385	35572	45541
transcript:EMLSAT00000010465	5093	5928	5922	4715	3401	6402	4376	6271
transcript:EMLSAT00000010463	1414	1140	1716	1800	1726	2091	2291	1933
transcript:EMLSAT00000010464	0	0	0	0	0	0	0	0
transcript:EMLSAT00000010475	5050	4933	5789	5482	5505	5316	4628	4661
transcript:EMLSAT00000010483	2	4	0	0	6	0	0	2
transcript:EMLSAT00000010484	110	114	81	169	86	136	86	82
transcript:EMLSAT00000010485	1411	1150	1203	1169	1343	1183	1089	1140
transcript:EMLSAT00000010486	720	614	701	597	743	756	591	745
transcript:EMLSAT00000010487	874	743	711	648	629	545	515	573
transcript:EMLSAT00000010488	4257	3966	5611	4536	5515	5362	4476	4634
transcript:EMLSAT00000010489	19780	14660	21587	16895	33281	18445	16243	28287
transcript:EMLSAT00000010469	138	248	189	229	155	271	236	140
transcript:EMLSAT00000010470	189	240	189	136	226	192	140	213
transcript:EMLSAT00000010471	1680	1236	2666	1881	2501	2274	1820	2520
transcript:EMLSAT00000010472	3468	2743	3404	3189	2743	2732	2907	2377
transcript:EMLSAT00000010473	239	187	181	128	156	124	107	154
transcript:EMLSAT00000010474	5068	3413	5719	6254	5911	6102	5828	5533
transcript:EMLSAT00000010476	1015	738	1117	927	1070	1003	862	1147
transcript:EMLSAT00000010477	10800	8318	9816	7283	10065	7561	6795	8428
transcript:EMLSAT00000010478	1128	1175	982	982	1134	1012	898	1054
transcript:EMLSAT00000010479	387	425	366	351	320	316	420	260
transcript:EMLSAT00000010480	2822	2365	2624	2655	2175	2199	2278	2035
transcript:EMLSAT00000010481	1346	1302	1215	1072	1571	1004	934	1119
transcript:EMLSAT00000010482	3084	2377	3142	2731	3552	3102	2585	2918
transcript:EMLSAT00000010466	290	264	282	262	271	372	304	334
transcript:EMLSAT00000010467	368	365	280	285	207	216	322	228
transcript:EMLSAT00000010468	59	93	92	37	78	112	92	91
transcript:ENSRNA022720296-T1	0	0	0	0	0	0	0	0
transcript:ENSRNA022720302-T1	0	0	0	0	0	0	0	0
transcript:EMLSAT00000010499	239	180	152	199	255	443	219	233
transcript:EMLSAT00000010490	14	8	28	17	25	38	29	36
transcript:EMLSAT00000010491	526	740	988	360	1389	1909	514	741
transcript:EMLSAT00000010492	438	348	503	321	414	397	265	312
transcript:EMLSAT00000010493	813	1009	1386	1520	1370	1252	1076	1274
transcript:EMLSAT00000010494	15675	15837	16753	15725	18639	16251	15158	16177
transcript:EMLSAT00000010495	498	595	701	679	731	678	581	624
transcript:EMLSAT00000010496	283	201	600	485	588	725	481	542
transcript:EMLSAT00000010509	188	112	434	349	401	546	357	417
transcript:EMLSAT00000010497	1	2	2	2	0	13	10	0
transcript:EMLSAT00000010498	0	5	0	0	0	0	2	0
transcript:EMLSAT00000010500	2969	2381	3059	2843	3151	3086	2694	2927
transcript:EMLSAT00000010501	692	476	819	771	814	931	831	790
transcript:EMLSAT00000010502	37	20	34	24	50	52	40	35
transcript:EMLSAT00000010503	12153	12462	9801	9611	9496	10273	8868	11075
transcript:EMLSAT00000010504	3529	2883	2638	2332	3338	3248	2325	2618
transcript:EMLSAT00000010505	411	421	291	326	276	249	191	249
transcript:EMLSAT00000010506	978	837	865	656	856	753	805	707
transcript:EMLSAT00000010507	1984	2156	2008	2204	1801	2074	1853	1882
transcript:EMLSAT00000010508	3889	3517	3956	4176	5270	2504	3172	3754
transcript:EMLSAT00000010510	513	402	625	732	758	776	517	712
transcript:EMLSAT00000010511	1	1	1	9	1	9	2	2
transcript:EMLSAT00000010512	54	238	59	113	48	230	24	23
transcript:EMLSAT00000010515	65	42	67	45	44	55	48	55
transcript:EMLSAT00000010514	289	268	590	273	560	397	162	328
transcript:EMLSAT00000010513	0	0	0	0	0	0	0	0
transcript:EMLSAT00000011553	1317	1217	2034	1744	1771	1685	1716	1648
transcript:EMLSAT00000011554	3199	2889	2725	2445	3226	2614	2452	2773
transcript:EMLSAT00000011555	758	548	804	1004	1102	972	783	865
transcript:EMLSAT00000011556	1907	1824	2203	2144	2321	2461	2038	2051
transcript:EMLSAT00000011557	179	68	318	402	194	365	311	338
transcript:EMLSAT00000011558	117	91	81	106	121	108	89	97
transcript:EMLSAT00000011559	148	69	207	222	175	214	197	158
transcript:EMLSAT00000011560	3243	2297	4195	3795	4142	4228	3578	3714
transcript:EMLSAT00000011561	2116	1574	2535	2297	2575	2761	2404	2293
transcript:ENSRNA022738497-T1	0	0	0	0	0	0	0	0
transcript:ENSRNA022720382-T1	0	0	0	0	0	0	0	0
transcript:EMLSAT00000011549	156	180	248	166	250	259	253	279
transcript:EMLSAT00000011550	147	114	180	209	204	198	181	135
transcript:EMLSAT00000011551	17	14	21	20	47	24	14	57
transcript:EMLSAT00000011552	57	4	57	42	61	60	48	69
transcript:EMLSAT00000010716	386	435	36	24	29	52	23	487
transcript:EMLSAT00000010717	12	15	1	3	21	12	5	5
transcript:EMLSAT00000010713	764	423	1218	1276	1151	1287	1160	1101
transcript:EMLSAT00000010714	968	1134	1295	914	1675	1114	971	1072
transcript:EMLSAT00000010715	2	2	6	9	3	1	8	1
transcript:EMLSAT00000010718	684	448	958	746	976	1002	758	999
transcript:EMLSAT00000010719	1507	1558	1324	1432	1430	1402	1279	1485
transcript:EMLSAT00000010720	1041	876	1234	1275	1088	1146	1046	1233
transcript:EMLSAT00000010721	2	6	8	5	15	6	10	3
transcript:EMLSAT00000010722	609	541	688	620	920	668	700	717
transcript:EMLSAT00000010723	61155	62344	36170	30948	39323	41440	31024	36578
transcript:EMLSAT00000010724	1379	1217	1544	1576	1594	1485	1370	1651
transcript:EMLSAT00000010725	6320	7505	7327	6980	5976	8122	7342	7197
transcript:EMLSAT00000010726	152	87	165	115	143	173	160	122
transcript:EMLSAT00000010727	25	9	30	18	25	17	26	19
transcript:EMLSAT00000010728	52	53	32	17	23	34	67	34
transcript:EMLSAT00000010560	218	175	343	320	294	279	278	369
transcript:EMLSAT00000010561	57	22	37	18	56	46	37	44
transcript:EMLSAT00000010554	6935	7715	10240	10910	7295	8296	8572	9113
transcript:EMLSAT00000010555	7116	6274	10583	5528	13604	7645	6724	8017
transcript:EMLSAT00000010556	3466	2737	3965	3840	4008	4124	3581	4056
transcript:EMLSAT00000010557	1106	1402	724	901	1049	1057	740	948
transcript:EMLSAT00000010558	7262	7203	5912	7679	8018	8618	6814	7614
transcript:EMLSAT00000010559	127	11	297	237	462	551	323	484
transcript:EMLSAT00000010553	2095	1083	2991	2930	5685	3365	4496	3748
transcript:EMLSAT00000010568	102	61	45	45	63	75	63	67
transcript:EMLSAT00000010566	113	37	93	93	168	96	61	99
transcript:EMLSAT00000010567	25	10	21	23	71	57	33	46
transcript:EMLSAT00000010569	27151	25306	18829	15232	18096	15624	15078	17445
transcript:EMLSAT00000010570	38800	35167	28323	23248	28060	25099	23445	27495
transcript:EMLSAT00000010562	1792	1573	1941	2024	1892	1826	1727	1623
transcript:EMLSAT00000010563	1047	943	877	531	601	634	687	1078
transcript:EMLSAT00000010564	8268	12739	9486	9229	8066	11136	8054	9794
transcript:EMLSAT00000010565	3029	5431	2096	4334	73	61	149	10712
transcript:EMLSAT00000010579	26	12	35	23	18	10	25	28
transcript:EMLSAT00000010580	981	1301	985	962	2782	1162	804	590
transcript:EMLSAT00000010581	23	26	28	22	35	17	46	44
transcript:EMLSAT00000010582	11	0	33	25	57	30	18	18
transcript:EMLSAT00000010572	216	164	183	154	264	240	127	221
transcript:EMLSAT00000010573	797	508	814	651	1106	875	755	768
transcript:EMLSAT00000010574	7856	7402	7681	6122	7956	8074	6407	7063
transcript:EMLSAT00000010575	13105	13561	10408	7321	8063	8918	6924	8178
transcript:EMLSAT00000010576	64140	67466	53325	40648	62062	99870	40804	94906
transcript:EMLSAT00000010577	611	545	390	425	366	609	653	552
transcript:EMLSAT00000010578	257	119	294	211	232	290	445	339
transcript:EMLSAT00000010571	2	0	5	2	10	2	0	4
transcript:EMLSAT00000010594	24	32	53	59	46	45	46	57
transcript:EMLSAT00000010584	781	594	873	717	874	808	767	692
transcript:EMLSAT00000010585	1331	1369	1436	1242	1437	1368	1191	1236
transcript:EMLSAT00000010586	34	10	27	28	36	65	21	28
transcript:EMLSAT00000010587	380	728	605	367	380	602	508	548
transcript:EMLSAT00000010588	3538	2955	3499	3307	3457	4325	3225	3664
transcript:EMLSAT00000010589	677	773	645	638	614	549	489	536
transcript:EMLSAT00000010590	5895	5636	4809	6641	6309	5539	6041	7400
transcript:EMLSAT00000010591	703	547	1209	605	1329	2658	782	1831
transcript:EMLSAT00000010592	421	170	236	177	671	149	160	303
transcript:EMLSAT00000010593	4	0	4	0	0	0	2	0
transcript:EMLSAT00000010583	125	85	101	129	86	83	98	90
transcript:EMLSAT00000010605	8170	9127	11544	14200	7803	9217	10747	11297
